"","Independence Day","The Patriot","The Day After Tomorrow","Pirates of the Caribbean: The Curse of the Black Pearl","Pretty Woman","Forrest Gump","The Green Mile","Con Air","Twister","Sweet Home Alabama","Pearl Harbor","Armageddon","The Rock","What Women Want","Bruce Almighty","Oceans Eleven","The Bourne Identity","The Italian Job","I Robot","American Beauty","How to Lose a Guy in 10 Days","Lethal Weapon 4","Shrek 2","Lost in Translation","Top Gun","Pulp Fiction","Gone in 60 Seconds","The Sixth Sense","Lord of the Rings: The Two Towers","Men of Honor","Gladiator","Lord of the Rings: The Fellowship of the Ring","Sister Act","Double Jeopardy","Two Weeks Notice","Troy","The Royal Tenenbaums","National Treasure","50 First Dates","Indiana Jones and the Last Crusade","My Big Fat Greek Wedding","Mystic River","Titanic","Dirty Dancing","Catch Me If You Can","Finding Nemo (Widescreen)","The Matrix","Kill Bill: Vol. 1","The Wedding Planner","The Shawshank Redemption Special Edition","The Last Samurai","John Q","Swordfish","The Bourne Supremacy","The Terminal","Men in Black II","Spider-Man 2","Braveheart","Men in Black","Ghost","Air Force One","Lord of the Rings: The Return of the King","Man on Fire","The Incredibles","Mr Deeds","Collateral","Spider-Man","Saving Private Ryan","Erin Brockovich","Monsters Inc.","Shrek (Full-screen)","The Silence of the Lambs","Memento","Tomb Raider","Ferris Buellers Day Off","Maid in Manhattan","Entrapment","Meet the Parents","Dodgeball A True Underdog Story","Rain Man","Patch Adams","Big Fish","Fight Club","S.W.A.T.","Good Will Hunting","A Few Good Men","Enemy of the State","The Generals Daughter","Minority Report","Somethings Gotta Give","Raiders of the Lost Ark","Anger Management","Sideways","Kill Bill: Vol. 2","American Pie","The Fast and the Furious","The School of Rock","Napoleon Dynamite","The Notebook"
"5149",5,4,4,5,5,5,5,3,5,4,4,5,5,3,4,5,5,5,5,5,4,5,5,3,5,5,4,5,5,3,5,5,2,5,4,4,3,4,4,5,5,4,5,4,4,5,5,4,3,5,4,4,4,5,3,5,5,5,5,4,5,5,5,5,5,3,5,5,4.53333333333333,5,5,5,5,5,5,3,3,5,5,5,4,5,5,4,5,5,4,4,5,4,5,3,4.53333333333333,4,3,4,3,3,4.53333333333333
"5150",5,5,5,5,5,5,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4.15384615384615,5,5,4.125,1,5,5,4.125,5,5,4,4,4,5,5,5,5,5,5,1,5,5,3,5,5,4,5,5,5,5,4.15384615384615,4,5,5,5,5,3,5,5,4,4,4,5,3.625,5,4.125,4,4,3,5,4.15384615384615,2,4.15384615384615,5,5,5,4.15384615384615,5,4,4,5,5,5,3,5,5,5,4,1,3
"5151",3,5,3,4,3,4,3,3,3,4,2,2,3,3,3,4,4,3,3.60714285714286,4,4,3,3,4,3,3,4,3,5,3.64285714285714,5,5,5,3.2,3,3,3,3,3,3,3,3,4,3,3,3,4,5,4,3,4,3,4,4,4,2,5,5,3,3.64285714285714,3.2,5,4,5,3,4,4,4,3.64285714285714,4,3,2,3.2,3,3,4,3,3,3,3,4,3,5,3,4,3.64285714285714,3.60714285714286,3.2,3,4,3,4,3,5,3,4,4,4,4
"5152",4,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,4,5,3,3,4.36363636363636,5,4,4,5,4.2,3,5,4,3,4,3,3,3.88888888888889,4.2,4,5,5,4,5,5,4,3,4,4.32142857142857,5,5,5,4,4,5,4,3,5,5,5,4,4,4.2,4,3,4,4,5,5,4,3,3,5,4,4.2,5,2,4,5,5,5,4,4,4,4,5,5,4,4,2,4,5,1,3,4.32142857142857,5,4,3.88888888888889,4,5
"5153",5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,4,3,4,4.09090909090909,4.72413793103448,5,5,5,5,5,5,5,3,5,3,5,3,4,5,4.66666666666667,4,4,5,3,5,5,5,4,3,5,5,4,3,4,5,4,5,4.73333333333333,5,5,5,5,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4.73333333333333,4.73333333333333,5,5,5,4,4.66666666666667,4,3,5,5,4,4,3,5
"5154",3,5,4,4,4,5,5,2,4,4,4,3,3,5,3,3,4,3.59259259259259,4,3,3.66666666666667,2,4,2,4,4,2,5,4,4,4,4,3,4,4,3,3.6,4,5,4,3.66666666666667,2,2,3,3,4,3,4,3.66666666666667,5,5,5,3,3,1,4,3.75,4,4,3.5625,4,4,5,4,5,3,3,5,3,4,4,4,3.875,3.75,4,3,4,4,3,5,4,4,2,3.59259259259259,5,4,4,4,3,3,4,3,1,3,4,3.59259259259259,4,3,3.5625
"5155",4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,5,3,2,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,5,4,3,3,5,3,3,3,4,4,4,4,4,4,4,3,4,4,5,4,3,3,3,4,4,4,3.86666666666667,4,3,4,3,4,4,4,4,4,4,4,4,3.86666666666667,4,4,3,4,4,3.86666666666667
"5156",3,3,3,4,2,3,5,3,3,3,1,3,4,1,3,5,3,4,4,5,2.11111111111111,2,4,3,3,4,3,4,3,3,4,4,2,2,2,4,5,3,4,4,2,3,1,2.11111111111111,3,4,5,5,1,4,5,3,4,2,3,3,3,4,4,3,4,5,4,4,4,3,3,4,4,4,4,4,4,2,4,1,2,3,5,3,3.5,4,5,3.62068965517241,3.5,4,4,2,4,2.11111111111111,4,4,3.5,5,4,3,5,5,3.5
"5157",5,3,3,4,3,4,4,3,5,3,2,5,3,4,3,4,3,4,3,3.875,2,4,5,1,4,4,3,5,3,4,5,3,4,4,5,3.36363636363636,4,3.36363636363636,4,3.36363636363636,5,3,4,4,4,3,4,1,3,4,4,3,2,4,3,3,2,5,4,3,3,2,3.59259259259259,4.25,3,3.14285714285714,4,5,3,4,5,3,3.14285714285714,3,2.85714285714286,2,4,3,1,4,4,5,3.59259259259259,3,3,5,4,3,3,5,5,2,4,1,2.85714285714286,3.59259259259259,2.85714285714286,2.85714285714286,3.875
"5158",3,4,3,5,4,5,5,3,3,3,4,3,3,3,3,4,4,4,3,4,3,4,4,2,4,4,3.80769230769231,5,5,4.53333333333333,5,5,3.55555555555556,3,4,3,2,3,4,5,4,3,5,4,5,4.66666666666667,5,4,3.4,5,4,3.66666666666667,4,4,4,4,4,5,4.45454545454545,4,3.66666666666667,5,4,5,4,3,4.45454545454545,5,4.53333333333333,5,4.66666666666667,5,3.66666666666667,4.45454545454545,5,3,3,5,3.55555555555556,4,5,5,4,2,5,4.53333333333333,3.80769230769231,4,3.80769230769231,3.4,5,3,4,4,4,3.80769230769231,4,2,5
"5159",4,4,4,5,5,5,4,4,3,5,3,4,3,5,4,5,4,4,4,3,4,5,5,2,5,3,3,4,5,5,5,5,5,4,4,5,1,5,4,5,5,5,5,4,4,5,5,5,4,5,3,4,4,5,5,2,5,5,3,5,5,5,5,5,4,3,5,5,5,4,5,5,2,3,5,5,4,3.8,5,5,5,4,3,4,5,5,4,4,4,5,5,3,4,5,5,4.10344827586207,3,3,5
"5160",5,5,3,5,5,5,5,4,5,4,5,5,4,2,3,4,5,4.21739130434783,3,3,4,4,4,1,3,4.21739130434783,4.21739130434783,5,5,5,3,5,4,2,4,4,4,4.75,4,5,4,4,4,3.55555555555556,5,5,5,4.21739130434783,3.55555555555556,4.23076923076923,4,4,3.71428571428571,5,4,4,5,4,5,5,5,4.75,4,4.75,4,4,5,5,4,5,5,5,3.71428571428571,4,5,4,3,4,4,5,3,4.23076923076923,4.21739130434783,3,4.23076923076923,4,4,3,4.21739130434783,3.55555555555556,5,4,4.23076923076923,4,4,4.21739130434783,4,4,4.23076923076923
"5161",3,5,3,5,4,4,4,2,4,3,3,4,4,4,3,5,4,3,4,4,4,3,4,1,4,5,3,4,5,4,4,5,3,3,3,4,3,4,3,3.91666666666667,3.11111111111111,3,4,3,4,4,5,4,3.11111111111111,5,4,4,4,4,2,3,3,5,3,4,3,5,4,4,3,3,3,4,3.8125,5,4,5,2,3,3,3,4,4,3,5,3,3,4,3.79310344827586,3.8125,5,4,4,3,3.11111111111111,3.91666666666667,1,2,4,4,3,3,3,4
"5162",5,4,5,5,5,4,4,4,4,4,3,5,4,4,4,5,4,4,5,3,4,4.48,5,4.18181818181818,5,4.48,4,5,5,4,4.48,5,5,4,4,4.63636363636364,3,5,5,4.63636363636364,5,5,4,5,5,4,4,5,3,5,5,3,3,5,5,5,4,4,4,3,4,5,4.48,5,4,3.83333333333333,4,5,3,4,4,4,3.83333333333333,4,5,3,3.83333333333333,4,4,4,4,4,4.48,5,3,4,3,5,5,4,4.63636363636364,4,4,5,4,4,4,4,5
"5163",5,4,4,4,3,5,4,4,4,3,5,5,4,4,3,4,4,4,4,5,5,4,4,3.57142857142857,4,5,4,4,5,4,5,5,2,3,3.57142857142857,4,3.22222222222222,4,4,3,3.57142857142857,5,4,3,4,5,5,4,3.57142857142857,5,5,4,4,4,4,3,5,5,4,3,4,5,5,5,3,5,5,5,3,4,5,4,4,2,3,3.57142857142857,3,4,4,4,3,4.25,5,3,5,5,3,4,5,3,3,3,4,4.27586206896552,4,3,3,3.22222222222222,4.25
"5164",5,4,4,3,4,5,5,4,3,4,4,4,4,4,4,4,5,4,3,3,5,3.84615384615385,5,2,4,3,2,5,3,4,5,2,4,4,4,4,2,4,4,5,4,5,3,3,3,4,4,3,4,5,3.84615384615385,3.85714285714286,2,5,4,3,4,4,4,3,3,2,4,4.5,4,4,4,4,3,4,5,5,4,3,4,4,3.85714285714286,4,4,4,4,3.94117647058824,3.84615384615385,4,4,4,3,5,3,4,5,3,3,3.84615384615385,5,3,4,3.8,4
"5165",4,5,4,4,4,5,5,5,3,3,3,4,4,4,3,3,5,4,5,4.54545454545455,3,4.41666666666667,5,2,4,4.41666666666667,4,4.41666666666667,5,4,5,5,3,4,4,5,3,4,4,4,3,4,4.54545454545455,4,4,5,5,5,3,5,5,4,4.14285714285714,5,4,4,4,5,4,5,4,5,5,4,3,4,4.38461538461539,5,4.54545454545455,5,5,5,4.14285714285714,4,3,4,4,3,3,5,3,4.54545454545455,4.41666666666667,4,4.54545454545455,5,4.41666666666667,4,5,4,5,3,4.54545454545455,5,3,4.41666666666667,3,3,4.54545454545455
"5166",5,5,1,5,5,5,5,5,5,5,2,5,5,5,4,5,4,4.26086956521739,5,4.23076923076923,5,4,5,4.54545454545455,5,1,4.26086956521739,5,5,3,5,5,4,3,3,5,4.22222222222222,4,5,5,5,4,4.23076923076923,5,4.54545454545455,5,4.26086956521739,3,5,5,5,4.25,4.25,4,4,4.54545454545455,5,5,4.54545454545455,2,5,5,4,5,4,4.25,3,5,4.23076923076923,5,5,4.25,4.25,3,4.22222222222222,3,5,5,4,5,5,3,4.26086956521739,4.26086956521739,5,4.23076923076923,5,4,5,4,5,4,4.23076923076923,4.26086956521739,4,4.26086956521739,4,5,4
"5167",4,5,4,3,4,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,5,2,5,2,3,4,4,4,5,4,3,3,3,4,3.3,4,3,4,4,3,5,4,3,4,4,3,3,5,4,4,2,4,4,3,3,5,3,4,4,5,3.7037037037037,4,3,3,3,4,4,4,4,4,3.33333333333333,4,4,4,3.33333333333333,4,3,4,3,4,3.7037037037037,3,3,5,3.7037037037037,3.33333333333333,4,4,5,3,4.17647058823529,4,3,2,3,3,4
"5168",4,3,4,5,5,5,4,3,3,4,3,4,4,2,5,5,4,4,3,5,4,3.96428571428571,5,2,5,5,3,5,5,3,5,5,4,4,5,4,5,3,3,4,5,5,3,5,5,5,5,5,4,5,4,4,4,4,3,3,4,5,5,3,3,4,4,5,5,4,4,4,3,5,5,5,5,4.15384615384615,4,4,3,4,3,4.06666666666667,4.06666666666667,5,5,2,4,5,3.96428571428571,4,4,5,3,2,3,4,4,3,5,5,4.06666666666667
"5169",5,5,4,5,5,5,4,5,4,5,5,5,5,4,3,5,4,5,4,4,4,4,5,4,5,3,5,4,5,4,5,5,4,4,4,5,3.5,4.61538461538461,4,4,4,4.21428571428571,5,5,4,4,5,4,3,4,4.44827586206897,4,4,4,4.21428571428571,4,5,5,5,4,3,5,4,4.5,3,4,5,4,5,4,5,4,4,4,4,3,3,3.5,3.5,4,3,4.21428571428571,5,4,4,4,4,4,4,3,4,3.5,4.21428571428571,4,4,5,3,3.5,4
"5170",4,5,3,4,4,5,5,4,4,3,3,4,4,3,3.2,3,4,3,3,2,3,3,4,3.3,4,3.51851851851852,2,4,5,4,5,4,3,3,3,3.875,3.2,3.875,3,3.875,3,3,4,3,4,4,5,1,4,5,5,4,2,3,3,3.875,3.875,5,2,5,4,5,3,4,3.2,3,4,5,3,5,4,5,3,3,4,4,4,3,3.2,4,5,3,3.51851851851852,2,5,4,3,3,3,3.3,3.875,3.2,4.05882352941176,3.51851851851852,3,3,3,3.2,4
"5171",4,5,3,5,5,4,3,3,4,5,5,5,4,4,3,5,5,5,4.16666666666667,4,1,4.16666666666667,5,3,5,1,3,5,5,5,4,5,3,5,5,3,3,4,1,4,5,3,3,3,5,5,5,4.16666666666667,4,5,5,5,4,5,3,4,4,5,2,4,4,5,4.16666666666667,5,3,3,3,5,4,5,4,4,5,4,3,2,2,4,1,5,5,2,4,2,5,5,5,4,3,4,3,3.11111111111111,4.11764705882353,4.16666666666667,3.11111111111111,4.16666666666667,5,3,5
"5172",5,2,4,4,4,5,4,3,3,2,3,4,5,3,3,4,3,2,2,3,2.88888888888889,2,2,3,3,2,2,4,5,2,5,5,3,4,2.88888888888889,3,2.85714285714286,4,3,5,2.88888888888889,4,5,4,4,3,5,4,2,5,3,3,4,3,3.93333333333333,3,4,3.93333333333333,3,5,3,5,3,3,2.85714285714286,3.42857142857143,4,5,3,2,3,5,3,3,4,2,3.42857142857143,3,2,3.93333333333333,4,4,5,3,3,5,4,2,4,3,4,2,3,5,3,3,2.85714285714286,2.85714285714286,4
"5173",5,5,5,5,4,5,5,5,4,3,5,5,5,4,4,5,4,5,5,5,3,5,5,1,5,5,5,4,5,5,5,5,4,3,4,4,1,5,4,5,4,3,4.35714285714286,3.375,5,5,5,5,3.375,5,5,5,5,4,5,5,5,5,5,2,5,5,5,5,3,5,5,5,4.35714285714286,5,5,5,5,5,5,3.375,5,2,5,5,4.35714285714286,5,5,5,5,5,4,5,5,3.375,5,5,1,4,5,5,5,5,4.35714285714286
"5174",3,4,2,4,4,4,4,4,4,3,2,3,4,3,4,5,4,4,3,5,3,3,3,5,4,5,4,5,5,1,5,5,2,3.25,3,4,5,4,4,4,5,3,3,4,4,2,5,5,3,5,3,4,1,4,3,3,3,5,3,4,3,5,3.72413793103448,4,4,3,3,3,5,4,4,5,5,5,5,3,3,2,5,4,2,4,5,3,5,3,1,2,5,4,5,4,5,5,4,1,3,5,3
"5175",4,4,3,4,4,5,5,3,3,2,3,4,3,2,4,5,4,3,4,4,3,4,2,3,4,4,2,4,5,5,5,5,4,4,3,4,3,4.30769230769231,4,4,3,4,5,4,5,3,4,4,2,4,4,3,4,4,3,4,4,5,4,4,3,5,4,5,3,4,4,4,4,4,4,4,3.5,4,2,3,3,4,3,5,4.4,4,4,3,5,4,5,3,4,3,4,4,4.4,3,3,4,4,4,4.4
"5176",4,4,4,4,4,4,3,4,4,3,4,4,4,4,3.44444444444444,4,4,4,4,4,4,4,5,3,4,4,4,4,5,3.64705882352941,4,5,3,4,4,5,3,5,4,4,3,4,4,3,4,3,5,5,2,4,4,3,5,5,4,4,4,3,4,3,4,5,5,5,4,4,4,4,4,5,5,4,4,4,3,3.45454545454545,4,4,4,4,3,3,5,4,4,4,5,4,4,4,4,3,4,4,4,5,3.44444444444444,3,3
"5177",2,2,3,4,5,5,4,4,5,4,1,2,4,4,4,3,4,3,4,5,1,3,5,4,3,5,3,5,5,3,5,5,3,2,2,4,2,3,4,4,5,4,4,3,4,5,5,4,4,4,4,4,2,4,3,3,5,5,3,4,4,5,4,5,3,4,5,5,4,4,4,5,5,2,3,4,1,3,2,5,4.11764705882353,3,4,2,4,5,4,1,4,3,4,4,5,5,3,3.6551724137931,5,5,3
"5178",4,4,3,3,5,5,4,4,4,3,4,3,3,3,3,3,3,3,2,4,4,4,3,3,5,3,4,4,4,4,4,4,4,4,3,2,3,4,4,5,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,3,2,4,3,5,4,4,5,4,2,4,4,4,5,5,4,4,5,4,3,3,4,4,3,4,5,4,3.6551724137931,3,4,4,4,3,3,3,4,3,3,4,3,3,2,3,5
"5179",4,5,3,5,3,5,4,4,4,4,5,4,4,5,3,5,5,5,4,4,4,4,5,3,5,4,5,4,5,5,5,5,2,4,4,4,3.66666666666667,5,4,5,3,5,4.375,4,5,5,5,4,3,5,5,3.875,4,5,4,3,5,5,4,4,4,5,3,5,4,3,5,5,4.375,5,5,4,4,5,5,4,4,3,4,4,4,3,4,4,5,5,5,4,4,3,5,3,4,3,4,4,5,3.66666666666667,4
"5180",4,5,4,4,4,5,4,4,3,3,5,3,3,3,3,3,4,4,3,3,3,3,4,3.36363636363636,5,3.60714285714286,3,4,4,3,4,4,2,3,3,3,3,3,4,4,3,4,4,4,4,4,4,2,3,3,4,3,3,3,3,3,4,5,3,4,3,5,3,4,3,3,4,5,3,4,4,4,3,2,4,4,3,3,3,4,3,4,3,3,4,3,4,3,3,3,4,3,3,3.60714285714286,3,3,3,3,4
"5181",4,3,4,5,5,5,4,4,4,4,2,3,4,3,4,4,5,5,5,4,3,5,3.75,5,5,5,4,4,5,3,5,5,2,4,3,4,2,4,4,4,4,4,4,5,4,4,5,5,2,4,4,1,4,5,5,2,4,4,3,4,4,5,3,4,4,3,4,5,4,3,4,5,1,2,4,2,3,3,4,3,4,5,4,4,4,4,3,3,3,4,4,3,4,5,3,4,4,2,5
"5182",4,5,4,5,3,5,4,3,3,2,5,4,4,5,4,4,4,5,2,2,5,4,5,3.90909090909091,2,3.80769230769231,4,5,5,5,5,5,4,4,4,5,3,3,3,4.22222222222222,5,5,5,3,2,5,2,3.80769230769231,5,4,4,3,3,5,4,4.22222222222222,4,5,4.22222222222222,3,4,5,4,5,1,2,4,5,4,5,5,4,1,4.22222222222222,3,5,2,5,3,3,3,4,1,4,4,3,4,4,3.80769230769231,3,4.22222222222222,2,4,3.80769230769231,2,3,3,3,5
"5183",5,2,5,5,5,3,5,4,5,5,5,5,5,5,2,5,5,5,1,5,5,3.53571428571429,3,4.27272727272727,5,1,5,1,1,5,1,1,5,5,5,3.6,1,5,5,5,1,1,3.33333333333333,5,3.6,4,1,1,5,3.33333333333333,1,5,4,4,1,3,3.6,2,5,3,5,1,5,4.25,5,1,3.6,2,5,5,5,4.28571428571429,4.28571428571429,5,5,5,5,5,4,2,3,3.33333333333333,1,5,3.33333333333333,5,5,5,4,1,5,4,3.33333333333333,3.53571428571429,5,5,4,4,3.33333333333333
"5184",4,3,3,3,5,5,4,3,3,3,3,2,3,3,4,4,4,3,3.2962962962963,5,4,3,4,4,4,5,3,5,3.625,4.11764705882353,2,4,3,3,3,3.625,3,3.625,4,3.625,4,4,3,4,4,3,4,4,3,5,3.2962962962963,3,4,4,1,3,3,5,4,5,3,3.625,3.2962962962963,5,2,3.75,4,3,5,4,4,5,5,3.625,4,2,4,4,1,4,4,4,2,3,4,4,3,3,3,4,4,3,4,4,4,2,4,3,4
"5185",4,4,3,5,5,5,5,3,4,3,3,4,4,4,2,4,4,4.25925925925926,4,5,3,2,5,5,5,5,3,5,5,5,5,5,4.22222222222222,4.8,4,3,5,4.54545454545455,5,5,5,5,5,4,4.54545454545455,5,5,5,3,4.86666666666667,5,4.8,5,4.25925925925926,4,2,5,5,5,4,4,5,5,5,3,5,5,5,4.86666666666667,5,5,5,5,4.54545454545455,5,2,4.8,5,4.22222222222222,5,5,5,5,4.25925925925926,5,5,5,4.8,5,5,5,4,5,5,4,4,5,5,4.86666666666667
"5186",5,5,4,5,4,5,5,4,5,4,5,3,5,5,3,5,5,5,2,2,3.6,5,5,1,5,3,3,5,3,5,5,1,5,5,5,4,1,3.92307692307692,4,5,3.6,4.35714285714286,5,5,5,4,4,3,1,5,4,4,5,4,3,5,1,5,5,4,5,4,5,4.33333333333333,3.5,4,5,5,5,4.33333333333333,4,4,5,3,3.5,4,5,3.5,3.5,5,4.35714285714286,4.35714285714286,2,5,3,5,5,5,3,3,5,3.5,4,2,3.5,2,5,3.5,4.35714285714286
"5187",5,5,3,5,5,5,4,4,5,3,3,2,5,5,3,3,5,3.90909090909091,4,4,4,3,4,4.36363636363636,5,5,4,4,5,5,4,5,5,4.25,5,4.53846153846154,1,4,4,5,5,4.4,4.4,5,4,5,3.90909090909091,4,3,4,3.90909090909091,4.25,3,3.90909090909091,4,4,4,5,5,5,5,5,3,5,3,4.25,4,3.90909090909091,5,5,5,5,4.25,4,3,4,4.25,3,3.11111111111111,3,5,3,3.90909090909091,3,5,5,3,4,4,5,5,3,4,3.90909090909091,5,3.90909090909091,2,3.11111111111111,4.4
"5188",5,4,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,5,2,3,2,3,4,4,4,4,5,4,3,3,4,3,3,4,4,3,5,4.2,4,3,5,5,5,4,5,4,4,2,4,5,3,4,3,4,3,3.14285714285714,5,5,4,3,4,3,5,4,4.5,4,3,2,4,3,4,4,2,3.22222222222222,4,5,4,4,4,5,4,4,3.14285714285714,5,4,3,3,4.2,5,4,4,3,3.22222222222222,4.2
"5189",4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,5,1,4.11111111111111,4,4,5,5,4,5,5,3,4,4,4,4.1,4.30769230769231,4,4,3,3.88888888888889,3,3,3,5,5,4,3,3.88888888888889,4,4.33333333333333,5,4.11111111111111,3.88888888888889,4,5,5,4,4,4,5,4.11111111111111,5,4,4.33333333333333,4,4,4,5,5,5,4,4,5,3.18181818181818,4,5,4,3.88888888888889,3,3.88888888888889,4,4,3.88888888888889,3.88888888888889,5,4.33333333333333,4,3,5,4,3.88888888888889,4,5,4,4,3,3.88888888888889
"5190",5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4.42857142857143,4.76923076923077,5,5,5,5,5,5,1,5,5,1,5,5,4.42857142857143,5,5,5,5,5,3,5,5,4.42857142857143,5,5,4.76923076923077,3,4.42857142857143,5,4.76923076923077,5,5,5,5,3.63636363636364,4,5,3.63636363636364,5,5,1,4.76923076923077,5,5,5,5,5,5,5,5,5,5,3.63636363636364,5,4.42857142857143,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5
"5191",4,4,4,4,4,4,3,3,3,5,4,4,2,4,4,3,3,4,4,2,5,3,4,1,4,4,3,4,4,4,3,3,4,3,4,3,1,4,5,5,4,4,4,4,3,4,3,3,4,4,4,3,2,4,2,2,4,4,4,4,2.5,4,4,4,4,3,3,3,4,3,4,3,2,2,4,4,2,4,4,2,3,4,3.41379310344828,3,4,3,2,2,3,5,5,3,3.52941176470588,4,3,3,4,3.5,5
"5192",4,4,3,5,5,5,5,4,4,3,1,3,4,3,3,4,5,3,4,4,3,3,5,1,4,4,3,5,5,4.4,5,5,5,2,3,4,3.33333333333333,3,3.25,3,3.25,5,3,5,4,5,4,4,3.25,5,2,2.83333333333333,2.83333333333333,4,4.4,3,4,5,4,5,3,5,3,5,3.33333333333333,4,3,3.51851851851852,4,5,5,5,1,3,2,3.25,2,3.33333333333333,3.33333333333333,4,3,5,3.51851851851852,3.51851851851852,5,4,2,2.83333333333333,3,3,4,3.33333333333333,4.4,4,3.33333333333333,2,3.33333333333333,3.33333333333333,4
"5193",4,5,4,3,4,4,5,5,5,2,5,4,4,4,1,4,5,3,4,1,4,4,1,1,4,3.88888888888889,3,4,4,4,4,3,4,5,2.66666666666667,4,1,4,2.66666666666667,3.3,2,4,4,2.66666666666667,4,1,3,2,3,5,4,5,5,4,3,1,3,4,3,3,5,3.3,5,1,2,5,3.3,3.88888888888889,3.375,1,1,5,1,3.3,2,1,4,2,2,4,3.375,1,3.88888888888889,4,4,4,4,5,4,3,4,2,1,2,2,2,2,2,3
"5194",1,1,1,1,3,3,3,1,2,1,1,1,3,3,2,2,2,2,3,3,3,2.03703703703704,1,1,2,2,3,2,4,2,2,5,2.11111111111111,1.625,3,2,3,2.75,2,2,3,2,3,3,3,4,3,3,3,3,3,1,3,3,1,2.75,3,2,3,1,1,4,2,2,2,1,3,2,2,1,2,1,2,2,2,3,1,2,3,2.35714285714286,2.35714285714286,2,2,1,3,2.35714285714286,2.03703703703704,3,3,3,1,2,2.35714285714286,2.03703703703704,1,2,2,2.11111111111111,3
"5195",4,5,4,4,4,5,5,3,3,3,4,4,3,4,4,3,3,3,3,4,3,4,3,2,5,4,3,4,4,3,5,4,3,3.5,3,3,2,5,4,4,3,4,4,3,3,4,4,3.60714285714286,3,5,3,4,3.5,3,4,4,3,5,4,4,3,4,5,4,4,4,4,4,4,3,4,4,3.5,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,3.60714285714286,5,3,3,2,4
"5196",4,3,2,5,5,5,5,4,4,4,3,4,3,5,4,3,3.31578947368421,4,3.31578947368421,5,5,1,4,4,4,5,3,3.31578947368421,3.33333333333333,4.63636363636364,3,3.33333333333333,3,5,4,3.33333333333333,3,3.33333333333333,4,3.33333333333333,5,4.63636363636364,5,5,3.33333333333333,4,3.31578947368421,3.31578947368421,4,5,3,4,4.125,3.31578947368421,4.63636363636364,2,3.33333333333333,4.63636363636364,3,5,4,3.33333333333333,4,4,3.77777777777778,3,3.33333333333333,3,5,4,4,5,5,3.33333333333333,5,4,4,5,1,4.63636363636364,3,4.63636363636364,3,3.31578947368421,5,4.63636363636364,3.31578947368421,3,3.31578947368421,4.45454545454545,3.33333333333333,4,4,3.31578947368421,5,3.31578947368421,3.77777777777778,4,4
"5197",4,4,4,4,4,5,5,4,4,4,4,3,3,3,3,4,4,3,4,3.93333333333333,3,4,4,2,4,2,3,3,5,4,5,5,4,3,4,4,3.25,4,3,5,4,3,3.93333333333333,4,4,3.33333333333333,4,3,3,4,4,4,4,4,3,4,4,5,4,4,4,5,3,2,3,3,4,5,4,3.33333333333333,4,3.57142857142857,3.57142857142857,4,4,3.45454545454545,4,3,3,4,3,4,3.6551724137931,3,3,4,4,3,3,4,5,3,3.93333333333333,4,3.25,3,3,3.25,4
"5198",4,5,3,5,5,5,5,3,4,4,3,4,3,4,4,4,5,4,4,4.33333333333333,4,4,4,3.9,5,3.92857142857143,3,4,5,4,4,5,3,5,4,4,3.83333333333333,4,4,5,3,4.33333333333333,4,3.9,4,5,5,4,3,5,5,4,4,4,4.33333333333333,4,4,5,4,3,3.85714285714286,5,5,5,4,3,4,5,4,5,4,5,3.85714285714286,3,4,4,3,3.83333333333333,3.83333333333333,5,4,4.33333333333333,3.92857142857143,4,4,4,3,3,3,4,5,4,4.33333333333333,3,4,3,3.83333333333333,3.83333333333333,4.33333333333333
"5199",5,5,5,5,3,4,5,4,5,4,5,4,5,5,1,5,5,4,5,2,5,4,5,3.90909090909091,5,4,5,5,5,4,5,5,4,3,5,4,4,4.61538461538461,5,5,5,4.21428571428571,5,2,3,4,5,5,1,5,5,5,3,3,4.21428571428571,5,5,5,5,5,5,5,5,4.5,3,3,5,5,4,4,5,5,2,3,5,4,4,4,4,5,4,5,4,5,3,3,5,4,5,4,5,5,4.21428571428571,1,5,4,5,4,4.21428571428571
